file,symbol_name,symbol_type,line,exported,used_by,references,behavior_impact,evidence_refs,verdict
options-bot/backend/app.py,logger,variable,26,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/data/alpaca_provider.py; options-bot/data/earnings_calendar.py; options-bot/data/greeks_calculator.py...,1559,variable,,
options-bot/backend/app.py,_active_backtests,variable,29,FALSE,,0,variable,,
options-bot/backend/app.py,_active_backtests_lock,variable,30,FALSE,,0,variable,,
options-bot/backend/app.py,_store_backtest_result,function,37,FALSE,,0,function logic,,
options-bot/backend/app.py,_backtest_job,function,66,FALSE,,0,function logic,,
options-bot/backend/app.py,@asynccontextmanager,decorator,192,FALSE,,0,decorator,,
options-bot/backend/app.py,lifespan,function,193,TRUE,,0,function logic,,
options-bot/backend/app.py,app,variable,233,TRUE,options-bot/main.py; options-bot/scripts/startup_check.py; options-bot/scripts/validate_data.py,5,variable,,
options-bot/backend/app.py,backtest_router,variable,267,TRUE,,0,variable,,
options-bot/backend/app.py,run_backtest_endpoint,function,271,TRUE,,0,function logic,,
options-bot/backend/app.py,get_backtest_results,function,363,TRUE,,0,function logic,,
options-bot/backend/app.py,_UI_DIST,variable,419,FALSE,,0,variable,,
options-bot/backend/app.py,_save,function,42,FALSE,options-bot/ml/incremental_trainer.py; options-bot/ml/swing_classifier_trainer.py; options-bot/ml/tft_trainer.py,7,function logic,,
options-bot/backend/app.py,profile_row,variable,290,TRUE,,0,variable,,
options-bot/backend/app.py,model_path,variable,291,TRUE,options-bot/backend/routes/models.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/incremental_trainer.py; options-bot/ml/lgbm_predictor.py; options-bot/ml/lgbm_trainer.py; options-bot/ml/scalp_predictor.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_predictor.py; options-bot/ml/swing_classifier_trainer.py...,195,variable,,
options-bot/backend/app.py,symbols,variable,334,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/data/options_data_fetcher.py; options-bot/data/theta_provider.py; options-bot/data/validator.py; options-bot/main.py...,77,variable,,
options-bot/backend/app.py,symbol,variable,335,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/data/alpaca_provider.py; options-bot/data/earnings_calendar.py; options-bot/data/options_data_fetcher.py; options-bot/data/provider.py...,548,variable,,
options-bot/backend/app.py,preset,variable,336,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/config.py; options-bot/data/options_data_fetcher.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py...,329,variable,,
options-bot/backend/app.py,thread,variable,338,TRUE,options-bot/backend/db_log_handler.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py; options-bot/strategies/base_strategy.py; options-bot/utils/alerter.py,44,variable,,
options-bot/backend/app.py,serve_spa,function,430,TRUE,,0,function logic,,
options-bot/backend/app.py,start_dt,variable,100,TRUE,,0,variable,,
options-bot/backend/app.py,end_dt,variable,101,TRUE,,0,variable,,
options-bot/backend/app.py,result,variable,103,TRUE,options-bot/backend/routes/models.py; options-bot/backend/schemas.py; options-bot/data/alpaca_provider.py; options-bot/data/options_data_fetcher.py; options-bot/data/theta_provider.py; options-bot/data/validator.py; options-bot/data/vix_provider.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/feature_engineering/base_features.py...,227,variable,,
options-bot/backend/app.py,total_trades,variable,113,TRUE,options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/scripts/walk_forward_backtest.py; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/types/api.ts,14,variable,,
options-bot/backend/app.py,sharpe,variable,114,TRUE,options-bot/scripts/walk_forward_backtest.py,2,variable,,
options-bot/backend/app.py,max_dd,variable,115,TRUE,,0,variable,,
options-bot/backend/app.py,total_return,variable,116,TRUE,options-bot/scripts/walk_forward_backtest.py,1,variable,,
options-bot/backend/app.py,win_rate,variable,117,TRUE,options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/scripts/walk_forward_backtest.py; options-bot/ui/src/pages/Dashboard.tsx; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/types/api.ts,21,variable,,
options-bot/backend/app.py,completed_result,variable,155,TRUE,,0,variable,,
options-bot/backend/app.py,cursor,variable,205,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,121,variable,,
options-bot/backend/app.py,active_rows,variable,208,TRUE,options-bot/backend/routes/trading.py,2,variable,,
options-bot/backend/app.py,cursor,variable,295,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,121,variable,,
options-bot/backend/app.py,profile_row,variable,296,TRUE,,0,variable,,
options-bot/backend/app.py,cursor2,variable,309,TRUE,options-bot/backend/routes/system.py; options-bot/main.py,4,variable,,
options-bot/backend/app.py,model_row,variable,312,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py,33,variable,,
options-bot/backend/app.py,cursor,variable,376,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,121,variable,,
options-bot/backend/app.py,row,variable,380,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/data/options_data_fetcher.py; options-bot/data/theta_provider.py...,306,variable,,
options-bot/backend/app.py,data,variable,390,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/config.py; options-bot/data/alpaca_provider.py; options-bot/data/earnings_calendar.py; options-bot/data/greeks_calculator.py; options-bot/data/options_data_fetcher.py; options-bot/data/provider.py...,426,variable,,
options-bot/backend/app.py,file_path,variable,433,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/schemas.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/incremental_trainer.py; options-bot/ml/lgbm_trainer.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_trainer.py...,34,variable,,
options-bot/backend/app.py,total_trades,variable,121,TRUE,options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/scripts/walk_forward_backtest.py; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/types/api.ts,14,variable,,
options-bot/backend/app.py,sharpe,variable,126,TRUE,options-bot/scripts/walk_forward_backtest.py,2,variable,,
options-bot/backend/app.py,max_dd,variable,131,TRUE,,0,variable,,
options-bot/backend/app.py,total_return,variable,136,TRUE,options-bot/scripts/walk_forward_backtest.py,1,variable,,
options-bot/backend/app.py,win_rate,variable,141,TRUE,options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/scripts/walk_forward_backtest.py; options-bot/ui/src/pages/Dashboard.tsx; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/types/api.ts,21,variable,,
options-bot/backend/app.py,pid_entry,variable,210,TRUE,,0,variable,,
options-bot/backend/app.py,model_path,variable,314,TRUE,options-bot/backend/routes/models.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/incremental_trainer.py; options-bot/ml/lgbm_predictor.py; options-bot/ml/lgbm_trainer.py; options-bot/ml/scalp_predictor.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_predictor.py; options-bot/ml/swing_classifier_trainer.py...,195,variable,,
options-bot/backend/app.py,now,variable,49,TRUE,options-bot/backend/db_log_handler.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trading.py; options-bot/data/earnings_calendar.py; options-bot/data/validator.py; options-bot/data/vix_provider.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py...,155,variable,,
options-bot/backend/app.py,max_dd,variable,149,TRUE,,0,variable,,
options-bot/backend/app.py,total_return,variable,151,TRUE,options-bot/scripts/walk_forward_backtest.py,1,variable,,
options-bot/backend/app.py,win_rate,variable,153,TRUE,options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/scripts/walk_forward_backtest.py; options-bot/ui/src/pages/Dashboard.tsx; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/types/api.ts,21,variable,,
options-bot/backend/app.py,import:json,import,8,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:logging,import,9,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:threading,import,10,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:contextlib.asynccontextmanager,import,11,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:datetime.datetime,import,12,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:datetime.timezone,import,12,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:pathlib.Path,import,13,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.FastAPI,import,15,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.APIRouter,import,15,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.middleware.cors.CORSMiddleware,import,16,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.staticfiles.StaticFiles,import,17,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.responses.FileResponse,import,18,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:aiosqlite,import,19,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.database.init_db,import,21,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.database.get_db,import,21,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.routes.profiles,import,22,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.routes.models,import,22,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.routes.trades,import,22,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.routes.system,import,22,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.routes.trading,import,22,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.routes.signals,import,22,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.schemas.BacktestRequest,import,23,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:backend.schemas.BacktestResult,import,23,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:config.VERSION,import,24,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:asyncio,import,39,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:aiosqlite,import,40,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:sys,import,44,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:pathlib.Path,import,45,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:config.DB_PATH,import,47,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:datetime.datetime,import,94,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:sys,import,95,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:pathlib.Path,import,96,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:scripts.backtest.run_backtest,import,98,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:config.DB_PATH,import,199,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:config.DB_PATH,import,287,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:aiosqlite,import,288,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.HTTPException,import,298,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.HTTPException,import,302,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.HTTPException,import,317,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:fastapi.HTTPException,import,326,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:json,import,333,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:config.DB_PATH,import,371,FALSE,,0,dependency import,,
options-bot/backend/app.py,import:aiosqlite,import,372,FALSE,,0,dependency import,,
options-bot/backend/database.py,logger,variable,14,TRUE,options-bot/backend/app.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/data/alpaca_provider.py; options-bot/data/earnings_calendar.py; options-bot/data/greeks_calculator.py...,1567,database operations,,
options-bot/backend/database.py,SCHEMA_SQL,constant,17,TRUE,,0,database operations,,
options-bot/backend/database.py,get_db,function,137,TRUE,options-bot/backend/app.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py,40,database operations,,
options-bot/backend/database.py,init_db,function,148,TRUE,options-bot/backend/app.py,2,database operations,,
options-bot/backend/database.py,db,variable,140,TRUE,options-bot/backend/app.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/config.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py...,209,database operations,,
options-bot/backend/database.py,cursor,variable,172,TRUE,options-bot/backend/app.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,123,database operations,,
options-bot/backend/database.py,stuck_profiles,variable,175,TRUE,,0,database operations,,
options-bot/backend/database.py,cursor,variable,191,TRUE,options-bot/backend/app.py; options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,123,database operations,,
options-bot/backend/database.py,tables,variable,194,TRUE,options-bot/scripts/startup_check.py,5,database operations,,
options-bot/backend/database.py,expected_tables,variable,197,TRUE,,0,database operations,,
options-bot/backend/database.py,missing,variable,198,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/system.py; options-bot/data/validator.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/ev_filter.py; options-bot/ml/feature_engineering/base_features.py; options-bot/ml/scalp_trainer.py; options-bot/ml/tft_predictor.py; options-bot/ml/tft_trainer.py; options-bot/ml/xgboost_predictor.py...,36,database operations,,
options-bot/backend/database.py,new_status,variable,177,TRUE,,0,database operations,,
options-bot/backend/database.py,import:aiosqlite,import,6,FALSE,,0,database operations,,
options-bot/backend/database.py,import:logging,import,7,FALSE,,0,database operations,,
options-bot/backend/database.py,import:pathlib.Path,import,8,FALSE,,0,database operations,,
options-bot/backend/database.py,import:sys,import,10,FALSE,,0,database operations,,
options-bot/backend/database.py,import:config.DB_PATH,import,12,FALSE,,0,database operations,,
options-bot/backend/db_log_handler.py,DatabaseLogHandler,class,18,TRUE,options-bot/main.py,2,database operations,,
options-bot/backend/db_log_handler.py,TrainingLogHandler,class,50,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/profiles.py,3,database operations,,
options-bot/backend/db_log_handler.py,__init__,function,24,FALSE,options-bot/data/alpaca_provider.py; options-bot/data/theta_provider.py; options-bot/data/vix_provider.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/lgbm_predictor.py; options-bot/ml/scalp_predictor.py; options-bot/ml/swing_classifier_predictor.py; options-bot/ml/tft_predictor.py; options-bot/ml/xgboost_predictor.py; options-bot/risk/risk_manager.py...,13,database operations,,
options-bot/backend/db_log_handler.py,emit,function,28,TRUE,,0,database operations,,
options-bot/backend/db_log_handler.py,__init__,function,58,FALSE,options-bot/data/alpaca_provider.py; options-bot/data/theta_provider.py; options-bot/data/vix_provider.py; options-bot/ml/ensemble_predictor.py; options-bot/ml/lgbm_predictor.py; options-bot/ml/scalp_predictor.py; options-bot/ml/swing_classifier_predictor.py; options-bot/ml/tft_predictor.py; options-bot/ml/xgboost_predictor.py; options-bot/risk/risk_manager.py...,13,database operations,,
options-bot/backend/db_log_handler.py,emit,function,65,TRUE,,0,database operations,,
options-bot/backend/db_log_handler.py,msg,variable,30,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/system.py; options-bot/ml/incremental_trainer.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_trainer.py; options-bot/ml/tft_trainer.py,103,database operations,,
options-bot/backend/db_log_handler.py,ts,variable,31,TRUE,options-bot/ui/eslint.config.js; options-bot/ui/src/pages/Dashboard.tsx; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/pages/SignalLogs.tsx; options-bot/ui/src/pages/System.tsx; options-bot/ui/src/pages/Trades.tsx; options-bot/ui/tailwind.config.js,18,database operations,,
options-bot/backend/db_log_handler.py,level,variable,32,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/system.py; options-bot/backend/schemas.py; options-bot/config.py; options-bot/data/vix_provider.py; options-bot/main.py; options-bot/ml/feature_engineering/base_features.py; options-bot/ml/feature_engineering/scalp_features.py; options-bot/ml/regime_adjuster.py...,61,database operations,,
options-bot/backend/db_log_handler.py,conn,variable,34,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/trading.py; options-bot/ml/incremental_trainer.py; options-bot/ml/lgbm_trainer.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_trainer.py; options-bot/ml/trainer.py; options-bot/scripts/startup_check.py; options-bot/strategies/base_strategy.py,55,database operations,,
options-bot/backend/db_log_handler.py,msg,variable,69,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/system.py; options-bot/ml/incremental_trainer.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_trainer.py; options-bot/ml/tft_trainer.py,103,database operations,,
options-bot/backend/db_log_handler.py,ts,variable,70,TRUE,options-bot/ui/eslint.config.js; options-bot/ui/src/pages/Dashboard.tsx; options-bot/ui/src/pages/ProfileDetail.tsx; options-bot/ui/src/pages/SignalLogs.tsx; options-bot/ui/src/pages/System.tsx; options-bot/ui/src/pages/Trades.tsx; options-bot/ui/tailwind.config.js,18,database operations,,
options-bot/backend/db_log_handler.py,level,variable,71,TRUE,options-bot/backend/database.py; options-bot/backend/routes/models.py; options-bot/backend/routes/system.py; options-bot/backend/schemas.py; options-bot/config.py; options-bot/data/vix_provider.py; options-bot/main.py; options-bot/ml/feature_engineering/base_features.py; options-bot/ml/feature_engineering/scalp_features.py; options-bot/ml/regime_adjuster.py...,61,database operations,,
options-bot/backend/db_log_handler.py,conn,variable,73,TRUE,options-bot/backend/routes/models.py; options-bot/backend/routes/trading.py; options-bot/ml/incremental_trainer.py; options-bot/ml/lgbm_trainer.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_trainer.py; options-bot/ml/trainer.py; options-bot/scripts/startup_check.py; options-bot/strategies/base_strategy.py,55,database operations,,
options-bot/backend/db_log_handler.py,import:logging,import,12,FALSE,,0,database operations,,
options-bot/backend/db_log_handler.py,import:sqlite3,import,13,FALSE,,0,database operations,,
options-bot/backend/db_log_handler.py,import:threading,import,14,FALSE,,0,database operations,,
options-bot/backend/db_log_handler.py,import:datetime.datetime,import,15,FALSE,,0,database operations,,
options-bot/backend/db_log_handler.py,import:datetime.timezone,import,15,FALSE,,0,database operations,,
options-bot/backend/routes/models.py,logger,variable,27,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/data/alpaca_provider.py; options-bot/data/earnings_calendar.py; options-bot/data/greeks_calculator.py...,1518,API endpoint,,
options-bot/backend/routes/models.py,router,variable,28,TRUE,options-bot/backend/app.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/ui/src/App.tsx; options-bot/ui/src/components/Layout.tsx; options-bot/ui/src/pages/Dashboard.tsx; options-bot/ui/src/pages/ProfileDetail.tsx...,43,API endpoint,,
options-bot/backend/routes/models.py,_active_jobs,variable,32,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_active_jobs_lock,variable,33,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_install_training_logger,function,40,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_remove_training_logger,function,51,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_check_theta_or_raise,function,60,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_set_profile_status,function,111,FALSE,options-bot/scripts/audit_verify.py,2,API endpoint,,
options-bot/backend/routes/models.py,_get_failure_status,function,135,FALSE,options-bot/scripts/audit_verify.py,2,API endpoint,,
options-bot/backend/routes/models.py,_extract_and_persist_importance,function,158,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_full_train_job,function,251,FALSE,options-bot/scripts/audit_verify.py,8,API endpoint,,
options-bot/backend/routes/models.py,_incremental_retrain_job,function,303,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_tft_train_job,function,357,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_ensemble_train_job,function,405,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_lgbm_train_job,function,523,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_swing_classifier_train_job,function,574,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,_scalp_train_job,function,626,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,get_model,function,684,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,train_model_endpoint,function,717,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,retrain_model,function,832,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,get_training_status,function,902,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,get_model_metrics,function,960,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,get_feature_importance,function,994,TRUE,options-bot/ml/ensemble_predictor.py; options-bot/ml/lgbm_predictor.py; options-bot/ml/lgbm_trainer.py; options-bot/ml/predictor.py; options-bot/ml/scalp_predictor.py; options-bot/ml/scalp_trainer.py; options-bot/ml/swing_classifier_predictor.py; options-bot/ml/swing_classifier_trainer.py; options-bot/ml/tft_predictor.py; options-bot/ml/trainer.py...,14,API endpoint,,
options-bot/backend/routes/models.py,clear_training_logs,function,1041,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,get_training_logs,function,1056,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,handler,variable,45,TRUE,options-bot/backend/db_log_handler.py; options-bot/main.py; options-bot/scripts/audit_verify.py; options-bot/scripts/backtest.py,10,API endpoint,,
options-bot/backend/routes/models.py,_update,function,116,FALSE,,0,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,257,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,309,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,362,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,419,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,529,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,580,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,type_label,variable,581,TRUE,options-bot/ml/swing_classifier_trainer.py,5,API endpoint,,
options-bot/backend/routes/models.py,log_handler,variable,632,TRUE,,0,API endpoint,,
options-bot/backend/routes/models.py,cursor,variable,688,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,111,API endpoint,,
options-bot/backend/routes/models.py,row,variable,692,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/data/options_data_fetcher.py; options-bot/data/theta_provider.py...,264,API endpoint,,
options-bot/backend/routes/models.py,cursor,variable,736,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/main.py; options-bot/ml/incremental_trainer.py; options-bot/risk/risk_manager.py...,111,API endpoint,,
options-bot/backend/routes/models.py,row,variable,737,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trades.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/data/options_data_fetcher.py; options-bot/data/theta_provider.py...,264,API endpoint,,
options-bot/backend/routes/models.py,symbols,variable,743,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/data/options_data_fetcher.py; options-bot/data/theta_provider.py; options-bot/data/validator.py; options-bot/main.py...,72,API endpoint,,
options-bot/backend/routes/models.py,symbol,variable,744,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/signals.py; options-bot/backend/routes/trades.py; options-bot/backend/schemas.py; options-bot/data/alpaca_provider.py; options-bot/data/earnings_calendar.py; options-bot/data/options_data_fetcher.py; options-bot/data/provider.py...,510,API endpoint,,
options-bot/backend/routes/models.py,preset,variable,745,TRUE,options-bot/backend/app.py; options-bot/backend/database.py; options-bot/backend/routes/profiles.py; options-bot/backend/routes/system.py; options-bot/backend/routes/trading.py; options-bot/backend/schemas.py; options-bot/config.py; options-bot/data/options_data_fetcher.py; options-bot/main.py; options-bot/ml/ensemble_predictor.py...,287,API endpoint,,
